epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
49,5548.36,1.16519,1.55921,0.01501,0.7732,0.71171,0.78153,0.57869,1.01444,0.98483,0.0173,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,5662.25,1.16577,1.55218,0.01499,0.78137,0.71047,0.7864,0.58382,1.00938,0.97992,0.01719,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5776.37,1.16813,1.55193,0.01498,0.78919,0.70565,0.78641,0.58499,1.00841,0.97861,0.01718,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5891.98,1.15841,1.53645,0.01482,0.79208,0.70369,0.78787,0.58714,1.00593,0.97354,0.01709,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,6008.61,1.16064,1.53189,0.01485,0.78622,0.71018,0.78777,0.58746,1.00575,0.96976,0.01708,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,6121.28,1.15419,1.52113,0.01477,0.78002,0.71335,0.78975,0.58926,1.00351,0.96981,0.01705,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,6234.66,1.14748,1.52393,0.01466,0.7764,0.71946,0.79217,0.59147,1.00162,0.96761,0.017,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,6347.63,1.14749,1.50033,0.01469,0.79463,0.7073,0.79186,0.59178,0.99771,0.9683,0.01691,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,6461.76,1.13725,1.47734,0.01445,0.78656,0.71654,0.79278,0.59294,0.99653,0.96584,0.01688,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,6576.75,1.13448,1.48136,0.01441,0.79136,0.71418,0.79358,0.59369,0.99601,0.96271,0.01687,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,6690.48,1.12845,1.45738,0.01424,0.79272,0.71142,0.79378,0.59477,0.99545,0.95891,0.01686,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,6802.05,1.12473,1.4615,0.01422,0.79369,0.71547,0.79461,0.59558,0.99399,0.95702,0.01682,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6913.88,1.13028,1.45733,0.01429,0.79318,0.71705,0.79577,0.59669,0.99292,0.95502,0.01678,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,7025.82,1.12087,1.43474,0.01414,0.79582,0.71762,0.79691,0.59835,0.99053,0.95423,0.01674,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,7138.86,1.11508,1.41966,0.01415,0.79452,0.71608,0.79673,0.59856,0.99016,0.95202,0.01672,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,7251.76,1.11034,1.42686,0.01397,0.80476,0.70762,0.79728,0.59897,0.98977,0.94814,0.01671,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,7366.84,1.11281,1.42766,0.01402,0.80886,0.70487,0.79759,0.59956,0.98822,0.94727,0.01667,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,7480.74,1.10247,1.40875,0.01387,0.8056,0.70697,0.79765,0.59994,0.98742,0.94625,0.01664,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,7592.86,1.09441,1.3918,0.01378,0.79724,0.71335,0.79878,0.60123,0.98649,0.94344,0.01662,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,7705.42,1.09458,1.37986,0.01376,0.79455,0.71666,0.79881,0.60137,0.98511,0.9436,0.01657,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,7817.76,1.09477,1.39763,0.01371,0.79551,0.71814,0.79962,0.60244,0.98296,0.94565,0.01654,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,7930.33,1.08903,1.35937,0.01366,0.80292,0.71063,0.7989,0.60197,0.98303,0.94284,0.01654,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,8043.25,1.08383,1.36403,0.01355,0.80857,0.70994,0.7993,0.6027,0.9814,0.94177,0.0165,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,8158.01,1.07307,1.34943,0.01344,0.80523,0.71518,0.80022,0.60378,0.98175,0.93927,0.01651,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,8272.81,1.06917,1.33117,0.01338,0.8065,0.71375,0.80132,0.60468,0.98116,0.9372,0.01648,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,8385.27,1.06411,1.33244,0.01333,0.8061,0.71473,0.80116,0.6046,0.98015,0.93641,0.01647,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,8497.64,1.06292,1.31102,0.01336,0.80951,0.713,0.8019,0.60512,0.97941,0.9356,0.01645,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
