epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1337.41,1.24965,1.59878,0.0069,0.65947,0.51991,0.5706,0.41723,1.18668,1.3576,0.00906,0.00113969,0.000379896,0.00113969,0.000379896,0.00116701,0.000407219,0.00113969,0.000379896
2,2551.3,1.22574,1.49199,0.00667,0.65618,0.54132,0.58695,0.43,1.17878,1.32009,0.00897,0.00112388,0.000374626,0.00112388,0.000374626,0.00112388,0.000374626,0.00112388,0.000374626
3,938.658,1.2141,1.45017,0.00655,0.66779,0.53906,0.59344,0.43362,1.18009,1.3022,0.00898,0.00110775,0.000369251,0.00110775,0.000369251,0.00110775,0.000369251,0.00110775,0.000369251
4,2189.07,1.2004,1.40677,0.00644,0.65846,0.55314,0.60084,0.43943,1.17401,1.28828,0.00891,0.00109163,0.000363877,0.00109163,0.000363877,0.00109163,0.000363877,0.00109163,0.000363877
5,3339.15,1.21374,1.43787,0.00651,0.67504,0.54374,0.60546,0.44392,1.16765,1.2761,0.00885,0.00107551,0.000358503,0.00107551,0.000358503,0.00107551,0.000358503,0.00107551,0.000358503
6,4452,1.20918,1.42437,0.00648,0.66692,0.55768,0.60923,0.44788,1.16343,1.26772,0.00875,0.00105939,0.000353129,0.00105939,0.000353129,0.00105939,0.000353129,0.00105939,0.000353129
7,5559.4,1.20695,1.41295,0.00646,0.67333,0.56437,0.61522,0.45155,1.16151,1.25443,0.00876,0.00104326,0.000347754,0.00104326,0.000347754,0.00104326,0.000347754,0.00104326,0.000347754
8,6672.21,1.20346,1.40637,0.00642,0.67545,0.55701,0.61653,0.45335,1.15664,1.2563,0.0087,0.00102714,0.00034238,0.00102714,0.00034238,0.00102714,0.00034238,0.00102714,0.00034238
9,7797.76,1.20143,1.39813,0.00641,0.67977,0.56185,0.61939,0.45586,1.15591,1.24841,0.00869,0.00101102,0.000337006,0.00101102,0.000337006,0.00101102,0.000337006,0.00101102,0.000337006
10,8910.5,1.20082,1.38871,0.00639,0.67441,0.56368,0.62096,0.45711,1.15487,1.24544,0.00867,0.000994894,0.000331631,0.000994894,0.000331631,0.000994894,0.000331631,0.000994894,0.000331631
11,10016,1.19945,1.38425,0.00638,0.68088,0.56543,0.62253,0.45823,1.15439,1.2422,0.00867,0.000978771,0.000326257,0.000978771,0.000326257,0.000978771,0.000326257,0.000978771,0.000326257
12,11123.3,1.19289,1.37408,0.00638,0.6848,0.56767,0.62417,0.4594,1.15276,1.2405,0.00866,0.000962649,0.000320883,0.000962649,0.000320883,0.000962649,0.000320883,0.000962649,0.000320883
