epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1322.06,2.88526,5.42073,0.02682,0.3573,0.05938,0.03822,0.01929,2.08977,3.8928,0.02187,0.0099973,0.00333243,0.0099973,0.00333243,0.0099973,0.00333243,0.0099973,0.00333243
2,2524.86,2.0116,3.47777,0.01506,0.30375,0.1992,0.15985,0.09565,1.78826,2.71388,0.0172,0.0199313,0.00664377,0.0199313,0.00664377,0.0199313,0.00664377,0.0199313,0.00664377
3,3494.85,1.91654,3.07535,0.01383,0.34594,0.25452,0.22235,0.13824,1.68238,2.43494,0.01569,0.0297993,0.0099331,0.0297993,0.0099331,0.0297993,0.0099331,0.0297993,0.0099331
4,4315.4,1.85163,2.88591,0.01306,0.42898,0.30953,0.29256,0.19009,1.58048,2.18675,0.01419,0.029703,0.009901,0.029703,0.009901,0.029703,0.009901,0.029703,0.009901
5,5213.89,1.77935,2.70867,0.01221,0.47613,0.33093,0.3343,0.22272,1.52414,2.0423,0.01336,0.029604,0.009868,0.029604,0.009868,0.029604,0.009868,0.029604,0.009868
6,6016.39,1.73459,2.6056,0.01171,0.48811,0.36222,0.36448,0.24578,1.48439,1.95943,0.01279,0.029505,0.009835,0.029505,0.009835,0.029505,0.009835,0.029505,0.009835
7,6817.71,1.70687,2.53881,0.0114,0.5129,0.36824,0.38275,0.26085,1.46123,1.90381,0.01247,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
8,7719.87,1.69015,2.48682,0.0112,0.51896,0.37816,0.39545,0.27129,1.44291,1.87287,0.01223,0.029307,0.009769,0.029307,0.009769,0.029307,0.009769,0.029307,0.009769
9,8517.35,1.67783,2.44864,0.01106,0.53683,0.38174,0.40309,0.27746,1.43204,1.85173,0.01208,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736
10,9497.15,1.66013,2.41865,0.01096,0.53377,0.3921,0.40886,0.282,1.42359,1.83409,0.01195,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
11,10405.9,1.65218,2.39121,0.01083,0.54558,0.39157,0.41464,0.28691,1.41483,1.8205,0.01184,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967
12,11304.7,1.64482,2.36722,0.01076,0.5516,0.39341,0.41965,0.29102,1.40742,1.81016,0.01174,0.028911,0.009637,0.028911,0.009637,0.028911,0.009637,0.028911,0.009637
13,12090.9,1.63823,2.35265,0.01067,0.53752,0.40627,0.42408,0.29489,1.4009,1.79927,0.01166,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
14,1115.89,1.65064,2.38547,0.01079,0.53751,0.40803,0.42782,0.29787,1.39795,1.78554,0.01162,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571
15,2496.46,1.64981,2.37543,0.0108,0.54223,0.4089,0.43184,0.30077,1.39268,1.77783,0.01155,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
16,3821.71,1.64679,2.36216,0.01071,0.55619,0.40885,0.43535,0.30398,1.38948,1.76727,0.0115,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
