epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
64,131817,0.70727,0.6527,0.22522,0.66032,0.54869,0.58821,0.41134,0.52244,0.61032,0.20797,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,133862,0.72366,0.647,0.22883,0.6587,0.55315,0.59023,0.41754,0.51536,0.61016,0.20633,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,135909,0.72756,0.64554,0.22916,0.66425,0.55479,0.59323,0.42279,0.51237,0.60962,0.20637,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,137956,0.76355,0.63592,0.24126,0.65362,0.56048,0.59339,0.42475,0.5122,0.60844,0.20637,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,140000,0.72023,0.64672,0.22711,0.66221,0.5555,0.59371,0.4247,0.51224,0.60952,0.20503,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,142046,0.74511,0.64287,0.23694,0.66684,0.55293,0.59388,0.42339,0.51433,0.60928,0.20505,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,144091,0.72969,0.6453,0.2319,0.66199,0.55588,0.5948,0.42286,0.51243,0.61007,0.20514,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,146137,0.73426,0.64079,0.23315,0.66337,0.5571,0.59527,0.42176,0.51598,0.60858,0.20582,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,148184,0.71894,0.64549,0.22752,0.66705,0.55591,0.59652,0.42263,0.51389,0.60901,0.20514,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,150230,0.7378,0.64137,0.23301,0.66601,0.55746,0.59587,0.42465,0.5125,0.60764,0.20513,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,2059.23,0.72101,0.63419,0.2255,0.66659,0.56176,0.59958,0.42824,0.50864,0.6059,0.20317,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,4117.37,0.73318,0.64025,0.23182,0.67221,0.5599,0.60085,0.42681,0.51153,0.60233,0.20336,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,6173.19,0.73378,0.6368,0.23037,0.67461,0.55991,0.60171,0.42568,0.5147,0.60106,0.20326,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,8228.8,0.70522,0.64433,0.22324,0.68188,0.55743,0.60258,0.42818,0.51021,0.60177,0.20212,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,10282.8,0.74981,0.63354,0.23463,0.67346,0.56575,0.60413,0.42923,0.50791,0.60172,0.20139,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,12333.7,0.70269,0.64669,0.22241,0.67168,0.5681,0.60473,0.43154,0.50533,0.60231,0.2013,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,14389.6,0.70698,0.64556,0.22347,0.67262,0.56755,0.60585,0.43271,0.50139,0.60243,0.20017,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,16440,0.75782,0.63155,0.23782,0.67516,0.56641,0.60583,0.43348,0.5025,0.60103,0.20067,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,18493.4,0.70995,0.64469,0.22353,0.68295,0.56231,0.60673,0.43575,0.50007,0.60054,0.20034,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,20551,0.70745,0.64626,0.22724,0.68201,0.56409,0.60707,0.43675,0.49981,0.60108,0.20012,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,22607.4,0.74,0.63615,0.2337,0.67431,0.56886,0.60741,0.43619,0.50246,0.60001,0.20066,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,24662.4,0.71027,0.64226,0.22338,0.67457,0.56767,0.60615,0.43364,0.50737,0.59793,0.20157,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,26720.2,0.71817,0.63936,0.2268,0.67458,0.56806,0.60652,0.43309,0.50704,0.59784,0.20096,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,28776.3,0.73951,0.63425,0.23231,0.68146,0.56614,0.60664,0.43294,0.50922,0.59554,0.20084,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,30829,0.72515,0.6352,0.22982,0.68153,0.56722,0.608,0.43462,0.50731,0.59565,0.20126,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,32884.9,0.70354,0.64106,0.22143,0.67487,0.57037,0.6087,0.43524,0.50495,0.59654,0.20043,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,34941.3,0.73431,0.63127,0.22794,0.67027,0.57125,0.60912,0.435,0.50614,0.59565,0.20032,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,36999.3,0.73775,0.63194,0.23055,0.67603,0.57202,0.60874,0.43467,0.50517,0.59494,0.20113,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,39057,0.70295,0.64159,0.22246,0.6724,0.57438,0.61,0.4373,0.50137,0.5961,0.20016,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,41112.2,0.704,0.64002,0.22095,0.6726,0.57656,0.61116,0.4377,0.50075,0.5954,0.20041,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,43168.7,0.70643,0.6365,0.22456,0.67107,0.57702,0.6097,0.43248,0.51037,0.59322,0.20261,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,45223.4,0.73116,0.63556,0.22886,0.66877,0.57393,0.60838,0.42834,0.51533,0.59267,0.20394,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,47278.3,0.6859,0.64241,0.21782,0.6755,0.57207,0.60899,0.42588,0.51916,0.59082,0.20459,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,49333.9,0.70571,0.63959,0.22181,0.67493,0.5773,0.61182,0.4357,0.50308,0.59201,0.20179,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,51389.3,0.69811,0.63908,0.21958,0.67553,0.57725,0.61305,0.43851,0.49783,0.59315,0.20053,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,53445.7,0.70584,0.63882,0.22172,0.68141,0.57634,0.61493,0.4405,0.49397,0.59528,0.19867,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,55501.6,0.6914,0.6403,0.21871,0.67926,0.57626,0.61582,0.44216,0.49198,0.59604,0.19825,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,57542.1,0.7275,0.63119,0.22928,0.68096,0.57546,0.61519,0.43997,0.49569,0.59305,0.19971,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,59575.2,0.69117,0.63886,0.21769,0.68136,0.57579,0.61618,0.44131,0.49448,0.59268,0.19992,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,61606.7,0.70901,0.63253,0.22552,0.68095,0.57569,0.61649,0.44251,0.49224,0.59369,0.1995,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,63634.1,0.6965,0.6346,0.21802,0.68296,0.57739,0.61742,0.44145,0.4944,0.59249,0.19935,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,65662.4,0.69201,0.63623,0.21717,0.68349,0.57744,0.61873,0.4431,0.49192,0.59327,0.19904,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,67690,0.6779,0.63813,0.21359,0.68771,0.57624,0.61952,0.44434,0.49016,0.5922,0.19934,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,69716.8,0.69051,0.63734,0.21669,0.6878,0.5753,0.62007,0.44501,0.48916,0.5922,0.19915,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,71745,0.68201,0.64023,0.21571,0.68717,0.57788,0.62036,0.44355,0.49198,0.59206,0.19919,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,73775.6,0.72047,0.62841,0.22372,0.68724,0.57966,0.62136,0.4463,0.48956,0.59223,0.1986,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,75807.1,0.70132,0.63366,0.2197,0.69274,0.5789,0.62194,0.44724,0.48856,0.59297,0.19838,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,77834.9,0.71183,0.62933,0.22356,0.69066,0.58052,0.62162,0.44732,0.48788,0.59227,0.19813,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,79863,0.67562,0.63866,0.21334,0.68753,0.5832,0.62344,0.44898,0.48726,0.59046,0.19774,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,81892.2,0.69677,0.63215,0.2173,0.688,0.58221,0.62416,0.44906,0.48866,0.58979,0.19745,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
