epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,902.569,1.43143,2.03859,0.00893,0.64969,0.52043,0.56435,0.41078,1.19807,1.37006,0.0092,0.00113969,0.000379896,0.00113969,0.000379896,0.00116701,0.000407219,0.00113969,0.000379896
2,1720.59,1.39999,1.89476,0.00848,0.67107,0.52287,0.57835,0.42339,1.18624,1.34121,0.0091,0.00112388,0.000374626,0.00112388,0.000374626,0.00112388,0.000374626,0.00112388,0.000374626
3,2474.07,1.39539,1.86144,0.00833,0.65708,0.53262,0.58472,0.42744,1.18257,1.32411,0.009,0.00110775,0.000369251,0.00110775,0.000369251,0.00110775,0.000369251,0.00110775,0.000369251
4,3194.33,1.38697,1.83515,0.00824,0.66261,0.53571,0.59263,0.43371,1.17977,1.3055,0.00896,0.00109163,0.000363877,0.00109163,0.000363877,0.00109163,0.000363877,0.00109163,0.000363877
5,3883.58,1.38469,1.81939,0.00819,0.67245,0.54446,0.60098,0.43883,1.17388,1.29105,0.0089,0.00107551,0.000358503,0.00107551,0.000358503,0.00107551,0.000358503,0.00107551,0.000358503
6,4543.41,1.37797,1.80193,0.00812,0.6699,0.54797,0.60189,0.44239,1.17037,1.28328,0.00882,0.00105939,0.000353129,0.00105939,0.000353129,0.00105939,0.000353129,0.00105939,0.000353129
7,5174.02,1.37583,1.7953,0.0081,0.67406,0.55236,0.60804,0.4468,1.16711,1.27456,0.0088,0.00104326,0.000347754,0.00104326,0.000347754,0.00104326,0.000347754,0.00104326,0.000347754
8,5802.04,1.37501,1.7841,0.00807,0.68463,0.54949,0.6115,0.44986,1.16449,1.26861,0.00878,0.00102714,0.00034238,0.00102714,0.00034238,0.00102714,0.00034238,0.00102714,0.00034238
9,6431.45,1.37421,1.77641,0.00805,0.6821,0.55411,0.61276,0.45079,1.16207,1.26542,0.00876,0.00101102,0.000337006,0.00101102,0.000337006,0.00101102,0.000337006,0.00101102,0.000337006
10,7061.75,1.36572,1.76749,0.00805,0.68079,0.558,0.61501,0.45202,1.16226,1.26102,0.00876,0.000994894,0.000331631,0.000994894,0.000331631,0.000994894,0.000331631,0.000994894,0.000331631
11,7689.17,1.36582,1.76314,0.00801,0.67832,0.56082,0.61588,0.453,1.16044,1.25968,0.00873,0.000978771,0.000326257,0.000978771,0.000326257,0.000978771,0.000326257,0.000978771,0.000326257
12,8316.51,1.36382,1.75242,0.00798,0.68112,0.56065,0.61719,0.45381,1.16069,1.25576,0.00873,0.000962649,0.000320883,0.000962649,0.000320883,0.000962649,0.000320883,0.000962649,0.000320883
13,8942.63,1.36442,1.75065,0.00797,0.68143,0.56139,0.61818,0.45443,1.16083,1.25415,0.00874,0.000946526,0.000315509,0.000946526,0.000315509,0.000946526,0.000315509,0.000946526,0.000315509
14,9569.83,1.36213,1.74473,0.00794,0.68806,0.55978,0.61946,0.4555,1.15983,1.2528,0.00873,0.000930403,0.000310134,0.000930403,0.000310134,0.000930403,0.000310134,0.000930403,0.000310134
15,10196.3,1.35998,1.7375,0.00792,0.68472,0.56231,0.61979,0.45592,1.15941,1.25016,0.00872,0.00091428,0.00030476,0.00091428,0.00030476,0.00091428,0.00030476,0.00091428,0.00030476
16,11011.4,1.35802,1.73548,0.00792,0.67299,0.56879,0.61977,0.45643,1.15922,1.24872,0.00871,0.000898157,0.000299386,0.000898157,0.000299386,0.000898157,0.000299386,0.000898157,0.000299386
17,12061,1.35878,1.73202,0.00788,0.67594,0.56766,0.61992,0.45667,1.1585,1.24718,0.00868,0.000882034,0.000294011,0.000882034,0.000294011,0.000882034,0.000294011,0.000882034,0.000294011
18,13142.2,1.35601,1.72368,0.00787,0.68072,0.5681,0.62121,0.45781,1.15766,1.24548,0.00867,0.000865911,0.000288637,0.000865911,0.000288637,0.000865911,0.000288637,0.000865911,0.000288637
19,14144.7,1.35578,1.72116,0.00787,0.68797,0.56506,0.62153,0.45815,1.1571,1.24459,0.00867,0.000849789,0.000283263,0.000849789,0.000283263,0.000849789,0.000283263,0.000849789,0.000283263
20,15111,1.35644,1.71683,0.00785,0.68383,0.56701,0.62231,0.4588,1.15655,1.24402,0.00867,0.000833666,0.000277889,0.000833666,0.000277889,0.000833666,0.000277889,0.000833666,0.000277889
21,16071.4,1.35524,1.71315,0.00784,0.68733,0.56416,0.62235,0.45867,1.15669,1.24398,0.00867,0.000817543,0.000272514,0.000817543,0.000272514,0.000817543,0.000272514,0.000817543,0.000272514
22,17023.8,1.3515,1.70695,0.00781,0.67886,0.57139,0.62346,0.45938,1.15647,1.24284,0.00866,0.00080142,0.00026714,0.00080142,0.00026714,0.00080142,0.00026714,0.00080142,0.00026714
23,17879.5,1.35468,1.70805,0.00782,0.68153,0.57014,0.62354,0.45954,1.15568,1.24284,0.00865,0.000785297,0.000261766,0.000785297,0.000261766,0.000785297,0.000261766,0.000785297,0.000261766
24,18773.7,1.34998,1.70046,0.00779,0.68196,0.56864,0.62396,0.4597,1.15554,1.24198,0.00864,0.000769174,0.000256391,0.000769174,0.000256391,0.000769174,0.000256391,0.000769174,0.000256391
25,19560.5,1.34917,1.69608,0.00778,0.67869,0.56639,0.62386,0.46018,1.15556,1.24023,0.00864,0.000753051,0.000251017,0.000753051,0.000251017,0.000753051,0.000251017,0.000753051,0.000251017
26,20436,1.35008,1.69509,0.00778,0.6826,0.56383,0.62413,0.46034,1.15454,1.24075,0.00864,0.000736929,0.000245643,0.000736929,0.000245643,0.000736929,0.000245643,0.000736929,0.000245643
27,21392.1,1.34913,1.69451,0.00777,0.68378,0.56387,0.6241,0.4603,1.15323,1.24111,0.00862,0.000720806,0.000240269,0.000720806,0.000240269,0.000720806,0.000240269,0.000720806,0.000240269
28,22373.5,1.3467,1.69001,0.00776,0.68805,0.5637,0.62552,0.46152,1.15403,1.23786,0.00863,0.000704683,0.000234894,0.000704683,0.000234894,0.000704683,0.000234894,0.000704683,0.000234894
29,23359.7,1.34471,1.68404,0.00773,0.6927,0.56179,0.62614,0.46186,1.15397,1.23692,0.00863,0.00068856,0.00022952,0.00068856,0.00022952,0.00068856,0.00022952,0.00068856,0.00022952
30,24371.1,1.34538,1.68755,0.00776,0.68873,0.56272,0.62599,0.46219,1.15264,1.23777,0.00862,0.000672437,0.000224146,0.000672437,0.000224146,0.000672437,0.000224146,0.000672437,0.000224146
31,25363.7,1.34483,1.68249,0.00774,0.68913,0.56357,0.62648,0.46259,1.15321,1.23582,0.00863,0.000656314,0.000218771,0.000656314,0.000218771,0.000656314,0.000218771,0.000656314,0.000218771
32,26371.9,1.3401,1.6753,0.00772,0.6885,0.5637,0.62673,0.46281,1.15192,1.23657,0.00862,0.000640191,0.000213397,0.000640191,0.000213397,0.000640191,0.000213397,0.000640191,0.000213397
33,27326.2,1.34169,1.67405,0.00774,0.69243,0.56351,0.62704,0.46294,1.15159,1.2373,0.00862,0.000624069,0.000208023,0.000624069,0.000208023,0.000624069,0.000208023,0.000624069,0.000208023
34,28300.4,1.34319,1.67193,0.00772,0.6925,0.56325,0.62712,0.46322,1.15149,1.23632,0.0086,0.000607946,0.000202649,0.000607946,0.000202649,0.000607946,0.000202649,0.000607946,0.000202649
35,29282.3,1.34227,1.67247,0.00772,0.68639,0.56738,0.62654,0.46287,1.15132,1.23668,0.00861,0.000591823,0.000197274,0.000591823,0.000197274,0.000591823,0.000197274,0.000591823,0.000197274
36,30218.7,1.34138,1.66643,0.00768,0.69377,0.56421,0.62763,0.46362,1.15147,1.23582,0.00861,0.0005757,0.0001919,0.0005757,0.0001919,0.0005757,0.0001919,0.0005757,0.0001919
37,31104.7,1.33961,1.66546,0.00768,0.69037,0.56618,0.62779,0.46383,1.15097,1.2365,0.00861,0.000559577,0.000186526,0.000559577,0.000186526,0.000559577,0.000186526,0.000559577,0.000186526
38,31903.4,1.33802,1.66306,0.00767,0.69157,0.56612,0.62785,0.46383,1.15011,1.23587,0.0086,0.000543454,0.000181151,0.000543454,0.000181151,0.000543454,0.000181151,0.000543454,0.000181151
39,32730.6,1.33631,1.65702,0.00766,0.68827,0.5702,0.62844,0.4643,1.15117,1.23387,0.00861,0.000527331,0.000175777,0.000527331,0.000175777,0.000527331,0.000175777,0.000527331,0.000175777
40,33503.2,1.3371,1.65672,0.00766,0.69539,0.56581,0.62813,0.46391,1.152,1.23326,0.00863,0.000511209,0.000170403,0.000511209,0.000170403,0.000511209,0.000170403,0.000511209,0.000170403
41,34182.5,1.33469,1.65428,0.00766,0.69588,0.56482,0.62797,0.46365,1.15189,1.23544,0.00863,0.000495086,0.000165029,0.000495086,0.000165029,0.000495086,0.000165029,0.000495086,0.000165029
42,34841.1,1.33562,1.65177,0.00763,0.69651,0.56376,0.62849,0.46368,1.15193,1.23504,0.00864,0.000478963,0.000159654,0.000478963,0.000159654,0.000478963,0.000159654,0.000478963,0.000159654
43,35495.6,1.33521,1.65138,0.00764,0.68585,0.56976,0.62876,0.46389,1.15153,1.23517,0.00864,0.00046284,0.00015428,0.00046284,0.00015428,0.00046284,0.00015428,0.00046284,0.00015428
44,36139.6,1.33626,1.64579,0.00761,0.68003,0.57387,0.62872,0.46384,1.152,1.2338,0.00865,0.000446717,0.000148906,0.000446717,0.000148906,0.000446717,0.000148906,0.000446717,0.000148906
45,36802.2,1.33344,1.64744,0.00764,0.68434,0.57273,0.62915,0.46405,1.15189,1.2337,0.00865,0.000430594,0.000143531,0.000430594,0.000143531,0.000430594,0.000143531,0.000430594,0.000143531
46,37462.5,1.33561,1.64519,0.00762,0.69308,0.56916,0.62955,0.46415,1.15163,1.23454,0.00865,0.000414471,0.000138157,0.000414471,0.000138157,0.000414471,0.000138157,0.000414471,0.000138157
47,38113.3,1.3308,1.63858,0.00762,0.69074,0.56878,0.62903,0.46384,1.15213,1.23473,0.00865,0.000398349,0.000132783,0.000398349,0.000132783,0.000398349,0.000132783,0.000398349,0.000132783
48,38746.3,1.33128,1.63664,0.00758,0.69668,0.56561,0.62923,0.46359,1.15184,1.23624,0.00864,0.000382226,0.000127409,0.000382226,0.000127409,0.000382226,0.000127409,0.000382226,0.000127409
49,39379,1.33115,1.63537,0.0076,0.7012,0.56514,0.62959,0.46365,1.15176,1.23532,0.00863,0.000366103,0.000122034,0.000366103,0.000122034,0.000366103,0.000122034,0.000366103,0.000122034
50,40010,1.33114,1.63435,0.00758,0.70145,0.56514,0.62973,0.46405,1.15195,1.23537,0.00863,0.00034998,0.00011666,0.00034998,0.00011666,0.00034998,0.00011666,0.00034998,0.00011666
51,40644.8,1.33082,1.63419,0.00759,0.69784,0.56971,0.62923,0.46351,1.15168,1.23568,0.00863,0.000333857,0.000111286,0.000333857,0.000111286,0.000333857,0.000111286,0.000333857,0.000111286
52,41275.1,1.33325,1.63034,0.00755,0.69233,0.57116,0.62907,0.46311,1.15212,1.23518,0.00863,0.000317734,0.000105911,0.000317734,0.000105911,0.000317734,0.000105911,0.000317734,0.000105911
53,41907.4,1.32664,1.62348,0.00756,0.6922,0.57091,0.6294,0.46335,1.15224,1.23504,0.00863,0.000301611,0.000100537,0.000301611,0.000100537,0.000301611,0.000100537,0.000301611,0.000100537
54,42540.2,1.32791,1.62755,0.00755,0.69258,0.56859,0.6292,0.46311,1.15174,1.2359,0.00862,0.000285489,9.51629e-05,0.000285489,9.51629e-05,0.000285489,9.51629e-05,0.000285489,9.51629e-05
55,43172,1.32649,1.62191,0.00753,0.69504,0.56517,0.62858,0.46285,1.15221,1.23534,0.00862,0.000269366,8.97886e-05,0.000269366,8.97886e-05,0.000269366,8.97886e-05,0.000269366,8.97886e-05
56,43803,1.32638,1.61834,0.00752,0.70034,0.56216,0.62898,0.46305,1.15239,1.23489,0.00862,0.000253243,8.44143e-05,0.000253243,8.44143e-05,0.000253243,8.44143e-05,0.000253243,8.44143e-05
57,44435.7,1.32439,1.61975,0.00752,0.70142,0.56132,0.629,0.46288,1.15182,1.23612,0.00862,0.00023712,7.904e-05,0.00023712,7.904e-05,0.00023712,7.904e-05,0.00023712,7.904e-05
58,45067.4,1.32672,1.61633,0.00751,0.69552,0.56567,0.62917,0.46307,1.15218,1.23556,0.00862,0.000220997,7.36657e-05,0.000220997,7.36657e-05,0.000220997,7.36657e-05,0.000220997,7.36657e-05
59,45699.7,1.32571,1.61623,0.00753,0.69357,0.56523,0.62865,0.46277,1.15267,1.23524,0.00863,0.000204874,6.82914e-05,0.000204874,6.82914e-05,0.000204874,6.82914e-05,0.000204874,6.82914e-05
60,46331.1,1.32606,1.61909,0.00751,0.69249,0.56826,0.62924,0.46319,1.15234,1.235,0.00863,0.000188751,6.29171e-05,0.000188751,6.29171e-05,0.000188751,6.29171e-05,0.000188751,6.29171e-05
61,46952.8,1.32817,1.50796,0.00883,0.69583,0.56694,0.62878,0.46281,1.15238,1.23492,0.00863,0.000172629,5.75429e-05,0.000172629,5.75429e-05,0.000172629,5.75429e-05,0.000172629,5.75429e-05
62,47573.2,1.32312,1.48674,0.00874,0.69807,0.56539,0.62848,0.46265,1.15303,1.23369,0.00863,0.000156506,5.21686e-05,0.000156506,5.21686e-05,0.000156506,5.21686e-05,0.000156506,5.21686e-05
63,48193,1.32053,1.48151,0.00869,0.69367,0.56873,0.62816,0.46219,1.15338,1.23444,0.00864,0.000140383,4.67943e-05,0.000140383,4.67943e-05,0.000140383,4.67943e-05,0.000140383,4.67943e-05
64,48812.7,1.31971,1.47939,0.00867,0.69025,0.57118,0.62842,0.46211,1.15363,1.23513,0.00865,0.00012426,4.142e-05,0.00012426,4.142e-05,0.00012426,4.142e-05,0.00012426,4.142e-05
65,49431.8,1.31659,1.47389,0.00865,0.69282,0.57061,0.6282,0.46166,1.15391,1.23526,0.00865,0.000108137,3.60457e-05,0.000108137,3.60457e-05,0.000108137,3.60457e-05,0.000108137,3.60457e-05
66,50051.3,1.31568,1.47258,0.00864,0.69307,0.57048,0.62812,0.46157,1.15381,1.23559,0.00865,9.20143e-05,3.06714e-05,9.20143e-05,3.06714e-05,9.20143e-05,3.06714e-05,9.20143e-05,3.06714e-05
67,50670.9,1.31333,1.47183,0.00863,0.68999,0.57248,0.62805,0.46141,1.15464,1.23562,0.00864,7.58914e-05,2.52971e-05,7.58914e-05,2.52971e-05,7.58914e-05,2.52971e-05,7.58914e-05,2.52971e-05
68,51289.9,1.31167,1.46367,0.00863,0.69244,0.57235,0.62808,0.46153,1.15476,1.23564,0.00865,5.97686e-05,1.99229e-05,5.97686e-05,1.99229e-05,5.97686e-05,1.99229e-05,5.97686e-05,1.99229e-05
69,51909.9,1.31176,1.46453,0.0086,0.69188,0.57225,0.62814,0.4616,1.15538,1.23574,0.00865,4.36457e-05,1.45486e-05,4.36457e-05,1.45486e-05,4.36457e-05,1.45486e-05,4.36457e-05,1.45486e-05
70,52528.5,1.31139,1.46128,0.0086,0.69336,0.57105,0.62816,0.46135,1.15543,1.23563,0.00865,2.75229e-05,9.17429e-06,2.75229e-05,9.17429e-06,2.75229e-05,9.17429e-06,2.75229e-05,9.17429e-06
