epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1407.5,2.81175,5.27857,0.02578,0.30093,0.06987,0.04948,0.02551,2.04617,3.78942,0.02131,0.0099973,0.00333243,0.0099973,0.00333243,0.0099973,0.00333243,0.0099973,0.00333243
2,2046.0,1.89478,3.14616,0.01374,0.323,0.2218,0.18846,0.11349,1.74388,2.58318,0.01659,0.0198983,0.00663277,0.0198983,0.00663277,0.0198983,0.00663277,0.0198983,0.00663277
3,2669.4,1.77742,2.70371,0.0123,0.37846,0.27618,0.25463,0.16037,1.64197,2.32313,0.01512,0.0297003,0.00990011,0.0297003,0.00990011,0.0297003,0.00990011,0.0297003,0.00990011
4,3295.8,1.70437,2.50843,0.01149,0.48124,0.32473,0.32786,0.21517,1.54029,2.08126,0.01363,0.0295545,0.0098515,0.0295545,0.0098515,0.0295545,0.0098515,0.0295545,0.0098515
5,3919.7,1.62812,2.32351,0.01063,0.51345,0.35782,0.36912,0.24884,1.48648,1.9475,0.01279,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
6,4543.5,1.58534,2.22107,0.01015,0.52439,0.37807,0.39308,0.26676,1.45062,1.87654,0.01229,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525
7,5172.5,1.55585,2.14936,0.00985,0.52468,0.39634,0.41118,0.28225,1.42584,1.82484,0.01193,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
8,5794.2,1.53513,2.09791,0.00961,0.54198,0.40367,0.42481,0.29279,1.41422,1.78979,0.01176,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535
9,6417.0,1.52393,2.05726,0.00947,0.544,0.41184,0.4317,0.29859,1.40396,1.76987,0.0116,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
10,7043.3,1.50525,2.02768,0.00936,0.55116,0.41538,0.43748,0.30366,1.39463,1.75303,0.01149,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545
11,7687.9,1.49851,2.00078,0.00926,0.55639,0.41944,0.44278,0.30813,1.38925,1.7375,0.01142,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
12,8328.2,1.4896,1.98011,0.00917,0.56454,0.42064,0.44688,0.31152,1.38337,1.72376,0.01133,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,8954.0,1.48388,1.963,0.0091,0.56838,0.42312,0.44995,0.31442,1.37613,1.71396,0.01126,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,9590.1,1.4781,1.94713,0.00903,0.56839,0.42608,0.45498,0.31864,1.37119,1.70238,0.01121,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,10227.2,1.47309,1.93561,0.00898,0.56707,0.42931,0.45822,0.32161,1.36509,1.69502,0.01112,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
