epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,11703.2,0.31511,0.5939,0.22983,0.80176,0.76779,0.83089,0.63373,0.31265,0.56324,0.32697,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,11988.7,0.30112,0.58604,0.22309,0.80257,0.76795,0.83153,0.63378,0.31305,0.56285,0.32786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,12274.3,0.31215,0.59448,0.23021,0.80297,0.76905,0.83184,0.63428,0.31235,0.56317,0.32695,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,12559,0.2939,0.58118,0.22131,0.80035,0.77261,0.83159,0.634,0.31214,0.56391,0.32775,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,12843.4,0.29146,0.57287,0.21928,0.80301,0.77164,0.83261,0.63507,0.31222,0.56307,0.3274,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,13128.1,0.29904,0.58113,0.22218,0.80095,0.77375,0.83282,0.63517,0.3125,0.56248,0.32813,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,13413.3,0.28984,0.57377,0.21747,0.80222,0.77264,0.8319,0.63468,0.31217,0.56229,0.32798,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,13697.8,0.29147,0.56724,0.21786,0.80329,0.77335,0.83193,0.63497,0.31231,0.56114,0.32846,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,13983.8,0.29175,0.56841,0.21754,0.80159,0.77278,0.8323,0.63549,0.31205,0.56214,0.32738,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,14271.2,0.30226,0.57533,0.22213,0.80238,0.77203,0.83253,0.63583,0.31208,0.56118,0.32767,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,14558.8,0.28275,0.56161,0.2131,0.8033,0.77232,0.83291,0.63602,0.31215,0.56007,0.32741,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,14846.7,0.28943,0.56349,0.21719,0.80099,0.77405,0.83271,0.63599,0.31191,0.56049,0.32711,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,15135,0.28357,0.5561,0.21262,0.8007,0.77526,0.83279,0.63628,0.31175,0.55955,0.32704,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,15421.3,0.28728,0.55698,0.21439,0.80043,0.77561,0.83277,0.63664,0.31187,0.55963,0.32678,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,15709.1,0.30612,0.57603,0.22326,0.80025,0.77687,0.83334,0.63728,0.31138,0.55955,0.32637,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,15996,0.2798,0.54356,0.20969,0.80026,0.77658,0.8337,0.63763,0.31181,0.55751,0.3273,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,16283.5,0.27511,0.54335,0.20827,0.79901,0.77757,0.83365,0.63756,0.31186,0.55662,0.32762,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,16568.8,0.27752,0.53773,0.20835,0.80156,0.77784,0.83345,0.63769,0.31182,0.55634,0.32726,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,16853.8,0.27493,0.5356,0.20616,0.80087,0.77764,0.83295,0.637,0.31173,0.55577,0.32744,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,17139.2,0.28707,0.54525,0.2114,0.80257,0.77754,0.83432,0.6382,0.3117,0.55548,0.32731,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,17424.8,0.27218,0.52591,0.2043,0.80381,0.77897,0.83457,0.63853,0.31195,0.55412,0.32812,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,17709.8,0.27038,0.52701,0.20259,0.79998,0.78091,0.83453,0.63861,0.31215,0.55339,0.32862,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,17994.5,0.27126,0.52324,0.20303,0.79756,0.78305,0.83509,0.63922,0.31134,0.55355,0.3274,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,18279.3,0.26793,0.5227,0.20097,0.79973,0.78312,0.8353,0.63922,0.31154,0.55235,0.32782,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
