epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,184.61,3.57713,7.25137,0.0601,0.00156,0.04857,0.00033,6e-05,3.07074,7.55926,0.07306,0.00998069,0.0033269,0.00998069,0.0033269,0.00998069,0.0033269,0.00998069,0.0033269
2,353.736,2.23892,4.45945,0.03609,0.42831,0.06705,0.04346,0.01646,2.01849,3.86378,0.04352,0.0198488,0.00661627,0.0198488,0.00661627,0.0198488,0.00661627,0.0198488,0.00661627
3,521.055,1.88734,3.52912,0.02798,0.27741,0.12626,0.07847,0.03194,1.91935,3.3328,0.0418,0.0295849,0.00986165,0.0295849,0.00986165,0.0295849,0.00986165,0.0295849,0.00986165
4,723.809,1.77203,3.13338,0.02611,0.25805,0.26164,0.17706,0.08592,1.70973,2.7729,0.03517,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
5,922.815,1.66243,2.84626,0.024,0.35803,0.31426,0.26102,0.13569,1.63712,2.42743,0.03356,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736
6,1107.56,1.59652,2.65561,0.02251,0.38485,0.35601,0.324,0.18074,1.56083,2.32517,0.03108,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967
7,1302.21,1.55426,2.49701,0.02161,0.41315,0.37551,0.35371,0.19908,1.51999,2.17067,0.03006,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
8,1491.21,1.50739,2.41775,0.02096,0.44822,0.43392,0.42099,0.24615,1.46772,1.93732,0.02876,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
9,1687.81,1.469,2.32067,0.02047,0.50647,0.43149,0.43929,0.26276,1.41441,1.90411,0.0275,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472
10,1895.19,1.44301,2.25963,0.01985,0.5301,0.45754,0.47446,0.28793,1.40398,1.74638,0.0271,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
11,2092.67,1.4239,2.18885,0.01931,0.55031,0.45719,0.48776,0.30314,1.37626,1.73025,0.02626,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
12,2266.78,1.41099,2.12151,0.01906,0.57982,0.50917,0.53301,0.33147,1.35105,1.61519,0.02579,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
13,2451.9,1.38723,2.08268,0.01875,0.59832,0.50931,0.54884,0.34565,1.31342,1.58698,0.02482,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
14,2612.44,1.36731,2.04189,0.01844,0.60762,0.52868,0.56964,0.36173,1.30435,1.52333,0.02455,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,2770.8,1.35412,2.00897,0.01829,0.60974,0.54948,0.5916,0.38254,1.28114,1.47028,0.02401,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,2934.54,1.33703,1.96669,0.01791,0.6213,0.55873,0.6031,0.39876,1.25723,1.45202,0.02336,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,3099.56,1.32672,1.94021,0.0176,0.6546,0.56924,0.61908,0.40795,1.2448,1.41887,0.02307,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,3269.07,1.32356,1.90603,0.01746,0.65441,0.57184,0.62447,0.41366,1.23935,1.37955,0.02296,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,3431.45,1.31242,1.88684,0.0173,0.65348,0.57796,0.63596,0.42354,1.22327,1.37073,0.0225,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,3594.27,1.29839,1.85826,0.01715,0.66669,0.58929,0.6485,0.43401,1.20912,1.33822,0.02222,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,3760.44,1.28583,1.82774,0.01701,0.68483,0.60019,0.66186,0.44588,1.19901,1.29318,0.02187,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,3923.96,1.28022,1.80538,0.01685,0.68239,0.6094,0.66942,0.45649,1.18661,1.27169,0.02154,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,4087.11,1.26768,1.79032,0.0167,0.6947,0.62019,0.68098,0.46914,1.17385,1.25382,0.02129,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,4247.01,1.26235,1.77024,0.01653,0.69904,0.62386,0.69576,0.48176,1.15192,1.23073,0.02071,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,4400.84,1.25575,1.75402,0.01633,0.72446,0.63163,0.70673,0.48829,1.16101,1.20165,0.02091,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,4556.72,1.25279,1.74106,0.01629,0.71158,0.63225,0.703,0.49133,1.14429,1.20184,0.02049,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,4710.99,1.23977,1.71681,0.0162,0.71018,0.65553,0.71599,0.50259,1.13411,1.16309,0.02015,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,4861.37,1.23853,1.69927,0.01613,0.72192,0.64783,0.71574,0.50355,1.12635,1.16044,0.0201,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,5016.47,1.23075,1.67958,0.01602,0.75748,0.62282,0.72152,0.5093,1.11627,1.15103,0.01977,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,5163.82,1.22145,1.66877,0.01608,0.74141,0.65729,0.73318,0.52005,1.10017,1.13345,0.01938,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
