epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,284.509,3.56245,7.23689,0.05986,0.00209,0.09989,0.00145,0.00034,2.82888,7.41124,0.06693,0.00998069,0.0033269,0.00998069,0.0033269,0.00998069,0.0033269,0.00998069,0.0033269
2,566.592,2.19266,4.38027,0.03519,0.29156,0.07459,0.06078,0.02277,2.00048,3.7468,0.04346,0.0195851,0.00652836,0.0195851,0.00652836,0.0195851,0.00652836,0.0195851,0.00652836
3,864.556,1.83457,3.3428,0.02709,0.21329,0.18364,0.0879,0.03713,1.85955,3.71025,0.03949,0.0287935,0.00959782,0.0287935,0.00959782,0.0287935,0.00959782,0.0287935,0.00959782
4,1154.11,1.71521,2.91331,0.02519,0.30218,0.2882,0.22149,0.11023,1.70851,2.56329,0.03577,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1426.03,1.60026,2.60661,0.02307,0.35962,0.32486,0.2914,0.15896,1.5809,2.32695,0.03204,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1711.14,1.52673,2.41658,0.02142,0.41392,0.37308,0.34735,0.19499,1.52611,2.137,0.03046,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,2004.13,1.47834,2.25915,0.02039,0.47355,0.41566,0.41537,0.23772,1.47235,2.02245,0.02923,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,2278.63,1.44138,2.16508,0.01996,0.50937,0.44863,0.46161,0.27193,1.43198,1.85628,0.02794,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,2550.4,1.3972,2.0632,0.01935,0.5459,0.46145,0.48681,0.29761,1.37936,1.78839,0.02659,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2842.31,1.36854,1.9948,0.01868,0.58425,0.49221,0.52376,0.32959,1.35862,1.65013,0.02589,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,3137.08,1.34759,1.93325,0.01814,0.5946,0.50928,0.54578,0.34467,1.3305,1.56692,0.02531,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,3395.31,1.32564,1.87105,0.01777,0.62077,0.52962,0.57392,0.36739,1.30318,1.51874,0.02449,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,3658.73,1.30543,1.82698,0.0175,0.62108,0.5382,0.58617,0.37482,1.28267,1.47149,0.02419,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,3928.53,1.28413,1.77801,0.01716,0.64996,0.53974,0.60075,0.39303,1.25587,1.44947,0.02338,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,4214.83,1.27121,1.74406,0.01697,0.64434,0.57592,0.63212,0.41742,1.24249,1.366,0.02307,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,4500.81,1.25613,1.69416,0.01662,0.67101,0.57884,0.64577,0.43347,1.21747,1.32322,0.02244,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,4767.25,1.24126,1.66362,0.0163,0.68438,0.59143,0.66019,0.44573,1.20731,1.28562,0.02212,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,5042.32,1.23096,1.63106,0.01608,0.69096,0.60203,0.67479,0.45489,1.18828,1.27509,0.02168,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,5336.09,1.21824,1.60474,0.01583,0.69049,0.61353,0.67785,0.4638,1.16875,1.25926,0.02112,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,5622.35,1.20716,1.56519,0.01572,0.70098,0.63096,0.69723,0.48007,1.15901,1.21476,0.02092,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,5890.11,1.19196,1.53308,0.01555,0.70595,0.62779,0.69531,0.482,1.15168,1.19053,0.02076,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,6108.54,1.18174,1.50954,0.01535,0.72618,0.6332,0.70814,0.49375,1.13315,1.1561,0.02032,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,6367.26,1.16705,1.47302,0.01513,0.74316,0.62799,0.71531,0.50159,1.12765,1.15014,0.02012,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,6627.25,1.15921,1.46013,0.01493,0.72846,0.65832,0.73021,0.5116,1.12155,1.12649,0.02004,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,6922.79,1.14967,1.44574,0.01471,0.74307,0.66047,0.73547,0.52117,1.10291,1.10117,0.01956,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,7211.87,1.14163,1.41723,0.0146,0.73601,0.6696,0.73759,0.52318,1.09832,1.09327,0.01945,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,7482.58,1.1259,1.39045,0.01442,0.74623,0.68046,0.7461,0.53103,1.08646,1.07701,0.01913,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,7752.49,1.11886,1.3676,0.01427,0.76008,0.66588,0.75065,0.53673,1.08577,1.05481,0.01912,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,8044.86,1.10636,1.34705,0.01411,0.75772,0.68274,0.7559,0.5435,1.08003,1.04268,0.01891,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,8337.17,1.1,1.32334,0.01415,0.77268,0.67406,0.76019,0.54641,1.0713,1.03847,0.01872,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,8599.2,1.09094,1.29544,0.0137,0.76717,0.68249,0.76186,0.54951,1.06601,1.03136,0.0185,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,8874.84,1.07746,1.2765,0.01354,0.78497,0.67831,0.76738,0.5548,1.06257,1.01645,0.01852,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,9170.16,1.0719,1.2575,0.01347,0.76894,0.68931,0.76748,0.55724,1.05478,1.01022,0.01829,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,9459.82,1.0617,1.24502,0.01335,0.76796,0.69013,0.76707,0.55877,1.04877,1.0018,0.01815,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,9720.42,1.04956,1.21553,0.01314,0.76858,0.69033,0.76915,0.56254,1.04469,0.99741,0.01796,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,9996.65,1.04176,1.19684,0.01309,0.77938,0.69568,0.77334,0.56583,1.04589,0.98804,0.01804,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,10292.4,1.0388,1.18251,0.01283,0.78236,0.70078,0.77715,0.56957,1.04111,0.99033,0.01784,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,10581.5,1.02215,1.15764,0.01288,0.77817,0.70397,0.77848,0.57166,1.03926,0.98527,0.01788,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,10681.3,1.0184,1.13394,0.01252,0.7754,0.71624,0.78313,0.57381,1.03629,0.9749,0.01779,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
